,ID,Tweet,Label
1934,818,#poweroflovegr Μην κοροιδευετε τον Βασιλη απλα μιλαει σαν τους περισσοτερους μας που στο γυμνασιο οταν μας σηκωνε η καθηγητρια να πουμε μαθημα εμεις το ειχαμε κανει ενα πασαλειμμα στο διαλειμμα,Not Offensive
1935,819,Ηρθα κι εγω μετα απο καιρο εμαθα εχει τα τοπ νουμερα !#ShoppingStar,Not Offensive
1936,823,@USER Εσύ που είσαι άνθρωπος της αγοράς και των επιχειρήσεων θα έπρεπε να μου λές άλλα περί Βελόπουλου κ Μητσοτάκη.,Not Offensive
1937,824,"""Μου θυμιζει σανδαλι"" ""Σανδαλι ειναι"" ΟΝΤΩΣ #shoppingstar",Not Offensive
1938,825,"@USER τα κομπλεξ θα φανε αυτον τον λαο, λες κ αν μιλησεις θα σου πεσει ο κωλος",Not Offensive
1939,826,"@USER Ααα την ρώτησα! Της λέω θα είχες πρόβλημα να σου σπάσω το ποδι; είσαι τρελή, μου λέει, για 1.000.000 το σπάω κ μόνη μου!",Not Offensive
1940,828,"Ωραιες εποχες που η Ξενια ειχε παρει την θεση της Ρουμελιωτη και ολοι την βριζαμε,ενω βαθια μεσα μας την υποστηριζαμε. Εγω προσωπικα και απεξω μου #gynaikaxwrisonoma",Not Offensive
1941,829,Φτου σου παλικαριιιι μου!κουκλος #giatinparea,Not Offensive
1942,833,Ποιος σου έμαθε εντέλει να χορεύεις τσιφτετέλι Μηπως είσαι απ τα Μπολσόι μπαλαρίνα από σόι; #βραδιά_ποίησης,Not Offensive
1943,834,Αααχχ Κατερίνα #ShoppingStar,Not Offensive
1944,836,Είναι η εβδομάδα με τις κακιασμένες; #shoppingstar,Not Offensive
1945,838,#giatinparea εγω θελω ενα φουσκωτοχελωνα που να βρω!,Not Offensive
1946,839,Χώρισα με τη Μάρθα... Το πουλάω το σπίτι...Παριος #GynaikaXwrisOnoma,Not Offensive
1947,840,"Αντί να postάρετε στο #νδ_ξεφτίλες, αφιερώστε λίγο χρόνο για τον εαυτό σας, τα #συριζόπουλα και οι #συριζοπούλες, και αγοράστε μερικά απο αυτά. Θα τα χρειαστείτε στις 7/7. #ekloges19 #ekloges2019 #εκλογες_Ιουλιος #ΞΑΝΑΕΡΧΕΤΑΙ #ΣΥΡΙΖΑ #ΤΣΙΠΡΑΣ",Not Offensive
1948,841,Σιγά μην ήξερε να βαφεται. #shoppingstar,Not Offensive
1949,842,"Και εμεις στα χωνουμε μωρη Ρενα,αλλα εσυ δεν ακους #gynaikaxwrisonoma",Not Offensive
1950,843,Κάνεις μπάνιο για να είσαι καθαρός. Μπαίνει ηλεκτρικό. Κάνεις μπάνιο με τον ιδρώτα σου. Καλό καλοκαίρι.,Not Offensive
1951,844,Αφού χαντακωσε τις συμπαικτριες της και θίχτηκε με τις τρεσες της άλλης.. #shoppingstar,Not Offensive
1952,845,Με τον καλό το λόγο πάντα το μωρό μου η Αρτεμις #shoppingstar,Not Offensive
1953,846,"@USER Είσαι και συ νικητής των εκλογών, μην μας την κάνεις τώρα. Περαστικά οπωσδήποτε.",Not Offensive
1954,847,@USER είσαι η άτιμη,Not Offensive
1955,849,Αυτό το φυντανι που έβαζε σόλο ασσους εγώ γτ το έχασα; #shoppingstar,Not Offensive
1956,850,17 χρόνια φυγάς; 17χρονια μέσα έπρεπε να τον ξαναέβαζαν! Οχι μπήκε βγήκε! Να χαρώ εγώ δικαιοσύνη! #mesanyxta,Not Offensive
1957,851,Ο σωζων ετοιμος να επιτεθει στην ευη! Αμα εισαι γυπας!#survivorGR,Not Offensive
1958,853,"@USER Καί εμένα τα ίδια μου λένε. νέα είσαι έχεις δύο παιδιά,θα κάνεις κ άλλο σίγουρα. Λές και τους ρώτησα ξέρω γω",Not Offensive
1959,854,εμένα αυτό το μαύρο καπιτονέ μου κάνει πιο πολύ νεσεσερ κι όχι πορτοφόλι; #shoppingstar,Not Offensive
1960,855,"@USER Τονίζουμε τίς λέξεις....δουλα;,μς; Βρέ μπάς καί είσαι δωδεκάχρονο;",Not Offensive
1961,856,@USER Ο ήλιος είσαι εσύ,Not Offensive
1962,857,Το αραχνοΰφαντο φόρεμα μου θύμισε ενδυμασίες της 25ης μαρτιου #ShoppingStar,Not Offensive
1963,858,Η πρωτη ερωτηση που κανει στις πωλητριες το Γωγουλινι: Μ ακολουθεις στο ινστα; #shoppingstar,Not Offensive
1964,859,Εμενα το κοκκινο κραγιον δε μ αρεσει σε μεγαλες γυναικες!#ShoppingStar,Not Offensive
1965,861,Αγαπημένη κυρία Στέλλα #giatinparea,Not Offensive
1966,862,Όλο υποσχέσεις είσαι αντιπροεδρα όμως..μη ξηγιεσαι έτσι. Τα λέμε Κυριακή,Not Offensive
1967,863,ΑΝΝΑ ΓΟΥΛΑ ΛΕΙΠΕΙΣ. #giatinparea,Not Offensive
1968,864,Είναι οι άντρες σαν τα παπούτσια;,Not Offensive
1969,865,Δεν εχω χειροτερο απο αντρες-γυναικες κυανοκρανους. Που θελουν κ προσπαθουν να τα εχουν καλα με ολους. Δεν γινεται. Ουτε οι real κυανοκρανοι δεν το καταφερναν αυτο,Not Offensive
1970,866,Είσαι λίγος,Not Offensive
1971,867,@USER Γι αυτό σ αγαπάω αν και είσαι δεξιός ️,Not Offensive
1972,869,Αν ζουσε το 2019 η Μεριλυν Μονροε.....#giatinparea,Not Offensive
1973,870,Η Μπεκατωρου γιατι συμπεριφερεται σαν ανυπαντρη και στο μονο που κολλαει ειναι η διαφορά ηλικιας #giatinparea,Not Offensive
1974,873,Γιατί δεν βγάζουμε Μπακογιάννη επόμενο πρωθυπουργό; Αφού έκανε 4 παιδιά με 3 διαφορετικές γυναίκες όλα μπορεί να τα καταφέρει,Not Offensive
1975,874,"@USER Τελικα η πιο κερδισμένη εισαι....μπήκες έπαιξες σωστά,ξεσπασεις σωστάοταν έπρεπε,δοκίμασες/χτυπηθηκες για κατι που στην τελική μαγκιά σου το θέλες κ το εκανεςβγήκες έξω κιουρια να σουλατσάρεις σε φλερτ/σχεση και σε οτι ερχεται...",Not Offensive
1976,878,@USER Και που είσαι ακόμα! Το βράδυ της Κυριακής #ερχεται_ΠΟΥΤΣΑ,Not Offensive
1977,882,Θα φάνε οι ασπροιιιιιι άντε κόντεψαν οι μαύροι να σας το μασισουν στο τέλος... 10-8 οι άσπροι θα φάνε μακαρόνια με σάλτσα... Τι να πω... Θα πρηστουν... #survivorGR #SurvivorGreeceTurkey #survivor2019,Not Offensive
1978,883,Eσείς που βάζετε και #MasterChefGR_Xeftiles και #MasterChefGR (το βάζω για να το δείτε) τι φάση; Σας αρέσει που βοηθάτε να τρεντάρει η ξεφτίλα;,Not Offensive
1979,884,@USER την Κατια που την πας; αυτο θα κανει στο αεροπλανο #gynaikaxwrisonoma,Not Offensive
1980,885,@USER καλησπέρα φίλε μου! δεν πιστεύω να είσαι τρολ γιατί τρολάρεις πολύ ωραία! χαχα :Ι,Not Offensive
1981,886,Δωστε στη ξινη ενα νερατζι να φαει!#shoppingstar,Not Offensive
1982,887,@USER Να είσαι καλά φίλε μου και συ το ίδιο!,Not Offensive
1983,889,"Παιδια θυμάστε παλιά (εμεις οι μεγάλοι Βασικα) που ο Χατζηγιάννης ήταν νούμερο 1 κι εκανε συναυλίες και πηγαίναμε και τσιρίζαμε ; Τωρα τί φαση, χάλασε ; #giatinparea",Not Offensive
1984,890,@USER Εσύ είσαι ΑΝΤΡΑΣ όμως η ΚΟΛΩΝΑ του σπιτιού.. (Θύμισε μου λίγο τι είχε η προηγούμενη φωτό προφίλ ),Not Offensive
1985,891,"@USER Επέδειξε πρώτα σε εσένα τι είσαι και μετά μας τις πετάς τις φιλοσοφίες Παυλήτο.Τα συμπερασματα που βγαζει καποιος για καποιον αλλο ειναι δικια του αποψη,που δεν αφορά τους υπόλοιπους,και δεν έχει σχέση το τι σε συμφέρει όταν βγάζεις συμπέρασμα και έχεις άποψη για κάποιον. Thanks.",Not Offensive
1986,892,@USER Θα εισαι στο μισό από τα ποσοστά του Συριζα στις ευρωεκλογές ισως κ χαμηλοτερα. Ποσο χαμηλότερα,Not Offensive
1987,894,@USER Είσαι αρχηγός αδερφέ,Not Offensive
1988,895,"Κέρδισε η μαγειρική, έχασε η εφορία! #MasterChefGR_Xeftiles",Not Offensive
1989,896,@USER Μπορα με όποιο παίκτη και να έπαιζε ο Γιουσουφ στο Ελλάδα Τουρκία θα νικούσε γιατί οι Έλληνες παίκτες στους άντρες ήταν όλοι κακοί Στα πρώτα παιχνίδια μονο οι γυναίκες έφερναν νίκες,Not Offensive
1990,897,"@USER Είσαι τραγική, οι μνήμες από το Μάτι είναι ακόμα ζωντανές. Άφησες την περιφέρεια ανοργάνωτη και κάηκε κόσμος #φταιει_η_δουρου",Not Offensive
1991,898,@USER Μου αρέσει που δεν είσαι ιδιαίτερα βαμμένη..Μου αρέσει το φυσικό προσωπακι σου.. Έτσι Είσαι ποίο γλυκιά..Στα δικά μου τα μάτια..,Not Offensive
1992,902,"@USER Καλο σου μεσημερι Χαρη μου , σ'ευχαριστω πολυ αγαπημενε μου φιλε , να εισαι καλα , να εχεις μια ομορφη συνεχεια στην Κυριακη σου , ευχομαι απο καρδιας !️",Not Offensive
1993,906,"@USER Να είσαι καλά Αστραπόγιαννε μου, ευχαριστω",Not Offensive
1994,907,"Αηδια καταντησανε,ολο παραπονα για τα δεδομενα που κλαπηκαν ,πως θα ζησει ο χακερ κυριοι ; δεν ειναι ανθρωπας κι αυτος; Να μην πω για τις μυστικες υπηρεσιες και τους καπιταλοφασιστες που τα χρησιμοποιουν με την αδεια μας... Εισαι στο ιντερνετ; Ξεχνα ιδιωτικοτητα.",Not Offensive
1995,908,@USER Καλά και αυτή όπου φυσάει ο άνεμος είναι... #MasterChefGR_Xeftiles,Not Offensive
1996,912,@USER Εσύ ΑΝΕΛ είσαι;,Not Offensive
1997,913,Σε αυτό το σήριαλ μόνο οι άντρες μαγειρεύουν ..... ! #tatouaz,Not Offensive
1998,915,"Μετά τις ευρωεκλογές τα μισά τρολ της #ΝΔ_ξεφτιλες εξαφανίστηκαν, αφού ολοκλήρωσαν το έργο τους και τα υπόλοιπα το έχουν ρίξει στις ευγένειες και απο το #ερχεται_ΠΟΥΤΣΑ είναι όλη μέρα με το σεις και το σας απο στα πλαίσια των χαμηλών τόνων που υπέδειξε ο αρχηγός! Για γέλια...",Not Offensive
1999,918,Αμην #giatinparea,Not Offensive
2000,920,"τωρα που λάκισε ο #Βενιζελος, λογικά θα κατεβεί ο #βελόπουλος στις εκλογές #ΝΔ_ξεφτιλες #ΚΙΝΑΛ",Not Offensive
2001,923,"Ίδιος Ψεύτης με τον Τσίπρα ο #Μητσοτάκης! Όταν συντελείται μια τεράστια Προδοσία και διαφωνείς πραγματικά είσαι με τον Λαό στα συλλαλητήρια και όχι για σκι, κάνεις τα πάντα για να την αποτρέψεις και δεν λες ότι θα την σεβαστείς! #ΝΔ_ξεφτίλες #ΧΑ_Τώρα #εκλογες2019",Not Offensive
2002,924,@USER Αν πιστεύεις στην αλήθεια ....να αφήσεις την δικαιοσύνη να ελέγξει το Α εξάμηνο του 2015 που έπαιξες την χώρα στα ζάρια και να κοστολογηθούν επί τέλους οι ζαριές σου !,Not Offensive
2003,925,"@USER Είσαι απ τους τυχερούς, κάτι είδες να γίνεται",Not Offensive
2004,926,Για παπουτσια παρε αθλητικα Γωγω.Υπαρχει περιπτωση να σε κυνηγησουν μολις αρχισεις να μιλας #shoppingstar,Not Offensive
2005,929,Χρυσοχέρα εισαι Μαράκι. Πανέμορφες νόστιμες κ όπως τις ζητάμε ειναι οι τούρτες,Not Offensive
2006,930,"Δύσκολο σαββατοκύριακο πάντως αν είσαι Μπακς, ΣΥΡΙΖΑ και Μπελαβήλας...",Not Offensive
2007,931,@USER Θα είσαι στους 10000 απ τους 44 που δεν απάντησαν,Not Offensive
2008,933,"Για να καταλάβω δλδ, η (ακρο)Δεξιά της #ΝΔ_ξεφτιλες εχει το θράσος να ζητά την πολιτική εξόντωση μιας κυβέρνησης 4 ετών (εκ των οποίων τα τρία ήταν τίγκα στη «νάρκη»); Για τα 40 χρόνια της γαλαζοπράσινης ρεμούλας αβαβά. #Εκλογές_2019 #εκλογες2019",Not Offensive
2009,934,@USER Βιογραφικο για που;αχ εισαι βαθυα νυχτωμενος....,Not Offensive
2010,935,@USER Εξι χρόνια μετά και η δικαιοσύνη προσπαθεί ακόμη να σχηματίσει εικόνα για τον θάνατο του Φύσσα και θες εσύ να έχουν σχηματίσει τα 17χρονα;Αν ο Ρουπακιάς σάπιζε στην φυλακή ίσως ήταν ένα μήνυμα γιαυτά,Not Offensive
2011,936,"Έλεγα να κοιμηθώ το μεσημέρι αλλά με τέτοιο θέμα στο σοπινγκ σταρ, δεν το χάνω με τπτ #shoppingstar",Not Offensive
2012,938,@USER Η ΝΔ κατέθεσε πρόταση στην αναθεώρηση να μην διορίζει η κυβέρνηση την δικαιοσύνη του Αρείου πάγου...ο Σύριζα καταψήφισε. Ο Σύριζα θέλει να βάλει δικο τους εισαγγελεα Αρείου πάγου για το ειδικό δικαστήριο με τη νοβαρτις που θα κάνει η ΝΔ,Not Offensive
2013,939,@USER Δεν είσαι;,Not Offensive
2014,940,ο ρουμανος εχει ηδη σχεση με αλλη παντωςς ...#poweroflovegr,Not Offensive
2015,941,Αυτα τα μεντι ζενες εχουν πελατεια;δλδ υπαρχουν ΤΟΣΟ ΗΛΙΘΙΟΙ ανθρωποι που τα πιστευουν αυτα;Ηρεμα ρωταω #shoppingstar,Not Offensive
2016,942,Να είσαι στην Ελλάδα του 2019 και ακόμα να κάνεις συγκεντρώσεις με σημαίες ντουντούκες και τα σχετικά. Κακό και ξεπερασμένο! #Ευρωεκλογές2019 #Ευρωεκλογες #κατι_γνωστοι_μου,Not Offensive
2017,943,Φορεσε τα γυαλια σου κοριτσι μου να βλεπεις τι φορας #shoppingstar,Not Offensive
2018,944,"@USER Ειναι πολύ προοδευτικό το να είσαι ανίκος να διαχειριστεις μια κρίση στν Περιφερεια σ(Μάτι, Μανδρα) και να κρύβεις νεκρούς επειτα απο την τραγωδι ενω πανω απο τα νεκρούς να κάνεις προεκλογικα σποτακια βεβηλωνοντας τη μνημη τους #siriza_kseftiles #EUelections2019 #ευρωεκλογες2019",Not Offensive
2019,945,@USER Είσαι άξια θαυμασμού κοπελιά... Μπράβο σου!,Not Offensive
2020,947,"Εσύ ψηφοφόρε που σε ένα μήνα θα ξαναπάς στο χωριό σου να ψηφίσεις, μην κατηγορήσεις τον Αλέξη. Εσύ φταις που είσαι αγνώμων και αχάριστος. Κι αν δεν πας πάλι θα φταις #Ευρωεκλογές2019 #εκλογες2019",Not Offensive
2021,949,@USER Όσο ζεις είσαι τυχερός.,Not Offensive
2022,950,"@USER Oταν μονολογείς δημοσίως, να είσαι προετοιμασμένος και για δημόσιο διάλογο. Διαφορετικά κάνε το account σου ιδιωτικό ή ακόμα καλύτερα χώσου στη σπηλιά σου και μίλα στον αέρα.",Not Offensive
2023,952,"Δεν χάσαμε τις εκλογές επειδή ηττηθήκαμε εμείς αλλά επειδή νίκησαν οι άλλοι. ""Είχαμε μια απώλεια 200.000 ψήφων από τις προηγούμενες ευρωεκλογές. Δεν είναι υπερβολικό. Το πρόβλημα είναι ότι αυξήθηκε το ποσοστό των αντιπάλων μας."" Σε ποιο ΟΜΟ τον βρήκατε, ρε; #ΣΥΡΙΖΑ_ξεφτιλες",Not Offensive
2024,953,Πάντως είναι πολύ γλυκιά η Λόρεν #shoppingstar,Not Offensive
2025,955,@USER Για δέσιμο είσαι γενικα ...,Not Offensive
2026,956,Εισαι κατάπτυστη #τρεΛίλιαν #GynaikaXwrisOnoma,Not Offensive
2027,957,@USER Είσαι Θεός ! Κι εγώ ξανθιά!,Not Offensive
2028,958,"Μεγάλα πουλιά, μαμούνες, μπάμιες... πχιότητα στην ελληνική τιβί #giatinparea",Not Offensive
2029,959,@USER Θα είσαι Θεσσαλονίκη αύριο; Να σε φτύσουμε από κοντά.,Not Offensive
2030,960,"Πως όλα τα τπτ, βρήκαν βήμα κ μιλάνε κ έχουν άποψη; Πλέκουν δηλ. Το εγκώμιο του Κουλη; Εσυ Μεσσαροπουλου είσαι γαλαζοαιματη; Για να ξέρω... Ετσι γλειψτε κ άλλο το Κουλη... Θα σας σώσει..Κ εννοείται ότι είπε για 7ημερη εργασία.. . #HappyDay",Not Offensive
2031,962,"@USER Είσαι ικανός να αποφασίζεις για το μέλλον σου, δίνοντας πανελλήνιες, επιλέγοντας μια; σχολή και δεν είσαι ικανός να ψηφίσεις κάποιον που το μόνο που θα κάνει είναι να μαζεύει τα σκουπίδια; Διαβάστε τα προεκλογικά φυλλάδια των υπ. Δημάρχων, Περιφερειαρχών. Είναι για μικρά παιδιά.",Not Offensive
2032,966,η ΕΘΝΙΚΗ ΜΑΝΑ με συγκινησε... #gynaikaxwrisonoma,Not Offensive
2033,967,"Γιατί επέμενες να σηκωθεί η Εύα , ενώ προσφέρθηκε ο Πάνος ; Άσε μας κοπέλα μου ! Πες «Αυτή είμαι ! Δεν τη γούσταρα την ασχετη , που μπήκε σφήνα ενώ είχαμε βγάλει δεκάδα και δεν είχε ιδέα από μαγειρική !» Τουλάχιστον θα είσαι ειλικρινής μ τ εαυτό σου ! #starkoukou",Not Offensive
2034,968,"Άρτεμη, βγαλε και μαστίγιο ! #shoppingstar",Not Offensive
2035,969,@USER Λοιπόν soft ακου επειδή το σαντ το πετάς απ ότι είδα γενικά εδώ μέσα...δεν ξέρω τι σκατά μόρφωση σου δώσαν αλλά δεν είσαι για πολλά μεγάλε...οκ;περιορισμένης είσαι...οκ σαντοδικηγορούλη;,Not Offensive
2036,970,#giatinparea Ματινα μα την παναγια σημερα σε λυπαμαι με τετοιο μαλλι!,Not Offensive
2037,971,#ΡουβίκωναςBank ΜπαχαλοΔάνεια Σε πιάσανε με τ γίδα στην πλάτη; Έχεις ανάγκη από ζεστό χρήμα για να αποπληρώσεις εγγύηση αποφυλάκισης; Έλα τώρα στην #ΡουβίκωναςBank εμείς θα πάμε στο ATM κ θα σου δώσουμε το δάνειο που χρειάζεσαι μέσα σε 48ωρες αρκεί να είσαι μέλος μας #Ρουβίκωνας,Not Offensive
2038,973,Aπόρω γιατί ψάχνετε σπόιλερ ;η παραγωγή είναι τόσο προβλέψιμη που μόνοι σας θα καταλάβετε ποιος φεύγει ποιος ξαναμπαίνει τι θα γίνει! #poweroflovegr #skaipοlxeftiles,Not Offensive
2039,974,"10 σκάνδαλα των Ζαίων που δεν έχουν διερευνηθεί. Ο Κυρανάκης τον έκανε ξεφτίλα τον Αρβανίτη, ξεκάθαρα, αλλά εάν δεν τους βάλουν φυλακή, όλα αυτά θα είναι μόνο για τα μάτια του κόσμου.",Not Offensive
2040,975,"@USER Χαμένος χρόνος είναι οτι ΟΤι ανεβάζεις...Απλά μην πιάνεις όπως λέμε στο στόμα σου, κάποια τουιτ που δεν σε αφορούν και είσαι απλά ανακατώστρας και μια κουτσομπόλα χωρίς ασφαλής πληροφορίες....Αυτό και πουφφφφφφφφφφφφφφ",Not Offensive
2041,976,"@USER Ντάξει μετά, τυχερή είσαι, τον αγνοείς πάμε παρακάτω- υπάρχουν και χειρότερα, trust me.",Not Offensive
2042,978,@USER Εδω Θεσσαλονικη πάντως στο κέντρο οσο προσεκτικός και να είσαι πρέπει να είσαι και τυχερός πλέον,Not Offensive
2043,980,Ελληνικό κράτος είναι αυτό που είσαι υποψήφιος δημοτικός σύμβουλος στην Μήλο αλλά ψηφίζεις στον Πειραιά. Και το μαθαίνεις σήμερα. Ευχαριστώ,Not Offensive
2044,981,Παντοφλες κουναβια ιουυ #shoppingstar,Not Offensive
2045,983,"@USER Και εσύ όλα του γάμου δύσκολα, είσαι.. Κανε ο, τι θες",Not Offensive
2046,984,"Εν τω μεταξύ, ρωτάω στο εκλογικό τμήμα, γιατί μόνο δύο επιλογές, γιατί μόνο παράταξη ή λευκό; Το αποκλείετε δηλαδή να θέλει κάποιος να ρίξει μαύρο; Γελάγανε! Που είναι το περίεργο; Αλήθεια, δεν τους καταλαβαίνω, μερικές φορές. Δηλαδή, τι μερικές ... βάλε ποτέ να είσαι μέσα.",Not Offensive
2047,985,"@USER Πολύ καιρό βιάζεται η ""δημοκρατία"" ειδικά από το 2010 και μετά με τα παράνομα μνημόνια, τούς αντισυνταγματικους νόμους, το σύνταγμα κουρελόχαρτο κλπ. Απλά και αυτό είναι ένα ακόμα παράδειγμα. Και εάν δεν υπάρχει δικαιοσύνη δεν υπάρχει δημοκρατία._",Not Offensive
2048,986,Ο Ιερώνυμος τι φάση; Η «Αννίτα Πάνια της Ελλαδικής Εκκλησίας» με τόσες ευχές; #giatinparea,Not Offensive
2049,988,@USER Το φυτό είσαι εσυ και όχι ο λαός προδότη,Not Offensive
2050,989,Ξέρει κανείς τι θέμα έχει το τουιτερ; Απο τη Δευτερα μπαίνουν και άλλα # .Σημερα βλέπω απο το παουερ .. #gynaikaxwrisonoma,Not Offensive
2051,990,@USER λογικά είναι από τα ορμονικά. απλά κάποιες γυναίκες τις επηρεάζει περισσότερο από τις άλλες.,Not Offensive
2052,992,@USER ...βικουλα... στεναχωρήθηκες καλο'μ;.... έλα δεν πειράζει.... εσύ να είσαι καλά ριχτο έξω ρε.......,Not Offensive
2053,996,@USER Δεν εισαι μόνος,Not Offensive
2054,998,"Αυτό το ""αυστηρότερη ποινή για ασέλγεια σε ανηλίκους"" εκφράζει μάλλον αρκετούς στο κόμμα των #νδ_ξεφτίλες, καταδικασμένους και μη..... #εκλογές",Not Offensive
2055,999,"Τσίπρα, σιγά μην είσαι και ο Λένιν Γράφει ο Λευτέρης Χαραλαμπόπουλος",Not Offensive
2056,1000,@USER Ιαν εισαι κουκλος!+,Not Offensive
2057,1001,"@USER Και να σου πω, καλώς θα γίνει. Είχε τόσα χρόνια ο ΣΥΡΙΖΑ. Αν δεν μπόρεσε να ενεργοποιήσει τη δικαιοσύνη να κάνει τη δουλειά της (δεν δικάζουν οι κυβερνήσεις), τότε δεν εχει και πολύ νόημα να μένουν ανοιχτές.",Not Offensive
2058,1002,@USER Τώρα σοβαρά μήπως ξέρεις πόσους απογοήτευσε μετά το δημοψήφισμα; Έχεις σκεφτεί μήπως τον ψηφίζουν ακόμα λόγο πόλωσης να μην βγει ο #κουλης #ekloges19 #ΝΔ_ξεφτιλες #Συριζα_ξεφτιλες,Not Offensive
2059,1003,@USER Δικια μου εισαι εσυ και νομιζα μονο εγω δεν θελω να την βλεπω,Not Offensive
2060,1006,@USER μήπως είσαι ταρίφας και δεν το ξέρω;,Not Offensive
2061,1007,@USER Εισαι και τιμιο τσιουαουα που αναφερεις πηγη φωτο.Κλαιωωω,Not Offensive
2062,1009,"Από τη μια, ο φιλο #ΝΔ_ξεφτίλες Τύπος κάνει ό,τι μπορεί για να καλλιεργήσει κλίμα... ""σεμνότητας"" στις τάξεις του κόμματος. Κι από την άλλη βλέπεις στο twitter τί τρεντάρει τίγκα στο μίσος από τους Δεξιούς κι απορείς... Μην απορείς! Δεν άλλαξαν! #ekloges19",Not Offensive
2063,1011,Λορέιν μια θεά. Ιτσ αμέιζινγκ ου φαντάστικ! #shoppingstar,Not Offensive
2064,1012,"@USER Οπότε όπως καταλαβαίνεις, τώρα έχεις μια γυναίκα που σε λατρεύει (χωρίς να υπολογίζω τα σκυλάκια σου γιατί θέλω να το κάνω πιο συγκινητικό), κ σύντομα θα γίνουν δύο οι γυναίκες που θα σε υπεραγαπούν..... Πήγαινε τώρα στη γωνιά σου να κλάψεις, δε θα σε μαρτυρήσουμε...",Not Offensive
2065,1013,@USER Εγώ εύχομαι να χεις δίκιο όμως πολλές κινήσεις του Μητσοτάκη δε μαρεσαν ειδικά στο κομμάτι της εθνικής θωράκισης που χρειάζεται η χώρα όσον αφορά τους μετανάστες κ την υποχωριτικοτητα. Πιστεύω όμως σε άλλα πρόσωπα της ΝΔ. Το κακό είναι πως δεν υπάρχει άλλος χρόνος η Ελλάδα σβήνει,Not Offensive
2066,1014,@USER Εισαι εκλογικός ;,Not Offensive
2067,1015,Η άλλη με το που της είπα για ανδρικό άρωμα μου λέει. Απαπαπα. Μακριά από άνδρες. Τι διάολο όλες οι τουιτερούδες ήρθαν σήμερα στο μαγαζί;,Not Offensive
2068,1016,Κρίμα βρε Αρτέμιδα τελευταία έπρεπε να βγεις #shoppingstar,Not Offensive
2069,1017,Νίκος ο κατακουζινος #giatinparea,Not Offensive
2070,1018,"Το ""είσαι τρόμπας"" θεωρείται κοπλιμέντο στο #masterchefgr;",Not Offensive
2071,1019,"Αννα ( η ανεραστη ) ενταξει αρχιζω με τον Παναγιωτη τωρα, δεστε μου το χερι με τον......Μανωλιο....! Ο Δημητρης να περιμενει λιγο....! #poweroflovegr",Not Offensive
2072,1021,@USER Που είσαι ρε φίλε στο Μπαλί Μια χαρά !Πιες και για μας μια !,Not Offensive
2073,1022,Ένα είναι το σίγουρο! Ντύθηκε σαν Αγγλίδα! #shoppingstar,Not Offensive
2074,1023,"Αθήνα: στις κάλπες προσήλθε το 33,3% των ψηφοφόρων (περίπου 155.000), ενώ την πρώτη Κυριακή η συμμετοχή κατέγραψε το ποσοστό του 46,74% (συμμετείχαν 219.140 ψηφοφόροι). #ΝΔ_ξεφτιλες Αυτοί μας φόρεσαν καπελάκι Πατούλη κ Μπακογιάννη! Ουσιαστικά νίκησε η αδιαφορία!",Not Offensive
2075,1025,Το crossfit βοηθά στο σώμα.... όμως κάνε κάτι και για το μυαλό..... μικρό κοριτσάκι #shoppingstar,Not Offensive
2076,1026,αν πας σε μεταλλαδικο με ασπρα ρουχα εισαι σα το γαλα μες στη μυγα,Not Offensive
2077,1027,Τελικό με βοήθεια από τον εξώστη; Έτσι κέρδιζα κι εγώ #MasterChefGR_Xeftiles,Not Offensive
2078,1029,"Όταν βλέπετε άντρες να παρακολουθούν ποδόσφαιρο μη ρωτάτε ποιές ομάδες παίζουν, ΓΙΑΤΙ ΕΤΣΙ ΚΙ ΑΛΛΙΩΣ ΔΕ ΤΙΣ ΞΕΡΕΤΕ ΚΑΙ ΧΑΝΟΥΜΕ ΣΤΟ ΣΤΟΙΧΗΜΑ ΕΚΕΙΝΗ ΤΗ ΣΤΙΓΜΗ",Not Offensive
2079,1030,Εγώ πάντως δε θα στεναχωριόμουν αν χώριζα κάποιον με κίτρινο λουλουδάτο πουκάμισο..#poweroflovegr,Not Offensive
2080,1031,"Σχολιάστες για τις εκλογές σήμερα… Ντάνος, Ζαχαράτος, Μουτσινάς, Ουγγαρέζος και πολλοί άλλοι… #ερχεται_ΠΟΥΤΣΑ #ekloges2019",Not Offensive
2081,1032,Μπορείς να είσαι εσύ ο επόμενος,Not Offensive
2082,1034,Αυτοί οι τρεις άντρες του ζωδιακού είναι οι πιο ανατομικά προικισμένοι,Not Offensive
2083,1035,μαλακες δλδ 2η φορα ευρωβουλευτης ο ζαγορακης;σeriously;καλα για κεφαλογιαννη δε το σχολιαζω καν!τουλαχιστον ας παρει ο αμυρας την εδρα απο τον κυρτσο! #νδ #ευρωεκλογες2019 #ekloges19,Not Offensive
2084,1037,"@USER Δεν είσαι ο μόνος , ξεπέρασε το .",Not Offensive
2085,1038,@USER Είσαι αλλεργικό στις αντίθετες γνωμε ε;,Not Offensive
2086,1039,"@USER Βεβαια μην ξεχναμε και το ""αυτα στην ασημινα,οχι σε μενα""...οτι ;τι παραπανω εισαι εσυ σπυρι,απ την ασημινα;αυτο δεν ειναι μπουλινγκ;φυσικα δε δικαιολογω ψοφους κ καρκινους...τα υπολοιπα,πιστευω τα τραβηξε ο οργανισμος της.",Not Offensive
